row_id,row_id_raw,VideoID,CommentDate,UserName,Comment,clean_comment,label_text,auto_label_raw,auto_label_context,auto_label_calibrated,auto_label,manual_label,final_label,positive_score,negative_score,neutral_score,sentiment_score,confidence,neg_signal,pos_signal,ambiguous_case,cash_response_category,needs_review,priority_score,review_priority_reason,context_rule_reason,calibration_reason,catatan_reviewer,Like,ScrapeDate
R00883,1029,Bn_MTSqW3bE,2022-12-20 12:09:32,@andoorlando,Amerika & Uni Eropa ga bakal kaya kalo pembayaran di Dunia kembali sprt Zaman Nabi menggunakan Dinar & Dirham ( Emas & Perak ) 🤭😁😁,Amerika Uni Eropa ga bakal kaya kalo pembayaran di Dunia kembali sprt Zaman Nabi menggunakan Dinar Dirham Emas Perak,amerika uni eropa ga bakal kaya kalo pembayaran di dunia kembali sprt zaman nabi menggunakan dinar dirham emas perak,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261215
R00884,1030,Bn_MTSqW3bE,2022-12-20 12:50:23,@djohanmaapi78,"Aduh ..mabok istilah 
Kalo kurs nya nggak pengaruh ...buat apa diadain , dari segi istilah aja udah rancu begitu ..
Gimana prakteknya .
Ganti nama istilah doang ...
Tranding doang ..

Hadewh ..","Aduh ..mabok istilah Kalo kurs nya nggak pengaruh ...buat apa diadain , dari segi istilah aja udah rancu begitu .. Gimana prakteknya . Ganti nama istilah doang ... Tranding doang .. Hadewh ..","aduh ..mabok istilah kalo kurs nya nggak pengaruh ...buat apa diadain , dari segi istilah aja udah rancu begitu .. gimana prakteknya . ganti nama istilah doang ... tranding doang .. hadewh ..",Netral,Netral,Netral,Netral,,Netral,0,0,2,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261080
R00885,1032,DbrALSY_wko,2022-12-20 14:31:54,@hasanahhasanah5479,chips yg di pasang di tangan itu sistim dajjall,chips yg di pasang di tangan itu sistim dajjall,chips yg di pasang di tangan itu sistim dajjall,Netral,Negatif,Negatif,Negatif,Netral,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Kepercayaan terhadap regulator,True,13,confidence rendah; netral dengan sinyal; isu uang tunai; label berubah dari raw; pola negatif terdeteksi,Netral/Positif → Negatif (pola konteks negatif),Tidak berubah,,0,2026-05-16 10:11:50.205884
R00886,1033,wMPGW76Iy9A,2022-12-20 14:43:29,@yonkandari48,Semoga koin Pi booming,Semoga koin Pi booming,semoga koin pi booming,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:41.514267
R00887,1034,Bn_MTSqW3bE,2022-12-20 16:10:16,@andes530,"Rupiah digital.?. Di backup pake apa yak rupoah digital, biaya fee tiap transaksi nya.?.","Rupiah digital.?. Di backup pake apa yak rupoah digital, biaya fee tiap transaksi nya.?.","rupiah digital.?. di backup pake apa yak rupoah digital, biaya fee tiap transaksi nya.?.",Netral,Netral,Netral,Netral,Netral,Netral,0,0,1,0,0.0,0,0,risk_question,Tidak teridentifikasi,True,6,confidence rendah; komentar ambigu,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261076
R00888,1035,Bn_MTSqW3bE,2022-12-20 16:31:39,@antonsujarwo4692,"Keliru ini..pasti ada resiko manipulasi di perjalanan'nya..

Kenapa kita tidak buat...go rupiah untuk semua pembayaran baik lokal / internasional (go rupiah) jadi lebih dihargai oleh negara lain..

Makin kesini kok makin celah yg makin dibuat mainan",Keliru ini..pasti ada resiko manipulasi di perjalanan'nya.. Kenapa kita tidak buat...go rupiah untuk semua pembayaran baik lokal internasional go rupiah jadi lebih dihargai oleh negara lain.. Makin kesini kok makin celah yg makin dibuat mainan,keliru ini..pasti ada resiko manipulasi di perjalanan'nya.. kenapa kita tidak buat...go rupiah untuk semua pembayaran baik lokal internasional go rupiah jadi lebih dihargai oleh negara lain.. makin kesini kok makin celah yg makin dibuat mainan,Positif,Positif,Positif,Positif,,Positif,1,0,1,1,0.5,0,1,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261074
R00889,1036,Bn_MTSqW3bE,2022-12-20 16:45:22,@renoaryawinata5986,Ganti dong jadi dolar,Ganti dong jadi dolar,ganti dong jadi dolar,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261072
R00890,1037,2VJpvtiC-hY,2022-12-20 16:47:25,@smscelluler1011,"Klo sy qris di perbaiki juga,masa barcode pagi,dana masuk kerekening siang atau sore.Barcode malam keesokan harinya baru masuk ke rekening merchant,Memudahkan pelanggan dlm bertransaksi,tp kami merchant yg modal pas2an,berfikir untuk metode pembayaran tsb.Itu juga klo gak gangguan,tp klo dari qris maintenance bisa sampai 3 hari baru masuk ke rekening merchant","Klo sy qris di perbaiki juga,masa barcode pagi,dana masuk kerekening siang atau sore.Barcode malam keesokan harinya baru masuk ke rekening merchant,Memudahkan pelanggan dlm bertransaksi,tp kami merchant yg modal pas2an,berfikir untuk metode pembayaran tsb.Itu juga klo gak gangguan,tp klo dari qris maintenance bisa sampai 3 hari baru masuk ke rekening merchant","klo sy qris di perbaiki juga,masa barcode pagi,dana masuk kerekening siang atau sore.barcode malam keesokan harinya baru masuk ke rekening merchant,memudahkan pelanggan dlm bertransaksi,tp kami merchant yg modal pas2an,berfikir untuk metode pembayaran tsb.itu juga klo gak gangguan,tp klo dari qris maintenance bisa sampai 3 hari baru masuk ke rekening merchant",Positif,Positif,Positif,Positif,Positif,Positif,2,-1,0,1,0.3333,1,1,not_ambiguous,Efisiensi dan kemudahan transaksi,True,6,confidence rendah; isu uang tunai; pola positif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:49.933263
R00891,1038,Bn_MTSqW3bE,2022-12-20 17:10:27,@fakruyee,Lewat QRIS sudah bisa dipake belanja di thailand tanpa perlu ke money changer om.memangkas biaya,Lewat QRIS sudah bisa dipake belanja di thailand tanpa perlu ke money changer om.memangkas biaya,lewat qris sudah bisa dipake belanja di thailand tanpa perlu ke money changer om.memangkas biaya,Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,1,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:49.586509
R00892,1039,Bn_MTSqW3bE,2022-12-20 17:33:04,@kaptenmuda7232,"Pecah perang Dunia ke 3 , seluruh transaksi digital akan musnah...","Pecah perang Dunia ke 3 , seluruh transaksi digital akan musnah...","pecah perang dunia ke 3 , seluruh transaksi digital akan musnah...",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261071
R00893,1040,bEY5w3D9Zto,2022-12-20 18:01:25,@smscelluler1011,"Tp knp klo pelanggan barcode qris,transaksi berhasil tp dana tdk langsung masuk ke rekening merchant.Misal pelanggan barcode pagi,dana masuk kerekening merchant siang atau sore,barcode malam keesokan harinya baru masuk ke rek.merchant.Ko bisa gitu?Harusnya transaksi berhasil.Lgsung masuk juga ke rek.merchant.Klo pas maintenance bisa sampe 3 hari baru masuk dananya","Tp knp klo pelanggan barcode qris,transaksi berhasil tp dana tdk langsung masuk ke rekening merchant.Misal pelanggan barcode pagi,dana masuk kerekening merchant siang atau sore,barcode malam keesokan harinya baru masuk ke rek.merchant.Ko bisa gitu?Harusnya transaksi berhasil.Lgsung masuk juga ke rek.merchant.Klo pas maintenance bisa sampe 3 hari baru masuk dananya","tp knp klo pelanggan barcode qris,transaksi berhasil tp dana tdk langsung masuk ke rekening merchant.misal pelanggan barcode pagi,dana masuk kerekening merchant siang atau sore,barcode malam keesokan harinya baru masuk ke rek.merchant.ko bisa gitu?harusnya transaksi berhasil.lgsung masuk juga ke rek.merchant.klo pas maintenance bisa sampe 3 hari baru masuk dananya",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,2,2026-05-16 10:11:41.184431
R00894,1042,Bn_MTSqW3bE,2022-12-20 18:43:32,@salamedhariyadi5162,"Dan setelah digital semua 100 %, listrik mati serentak sedunia, modar kabeh, ilang semua itu uang","Dan setelah digital semua 100 , listrik mati serentak sedunia, modar kabeh, ilang semua itu uang","dan setelah digital semua 100 , listrik mati serentak sedunia, modar kabeh, ilang semua itu uang",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Akses teknologi dan infrastruktur,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261067
R00895,1043,Bn_MTSqW3bE,2022-12-20 22:50:57,@zefanyanathalie5404,"klo ada kejahatan Cyber,tetep aje unsur kelalaian sendiri...","klo ada kejahatan Cyber,tetep aje unsur kelalaian sendiri...","klo ada kejahatan cyber,tetep aje unsur kelalaian sendiri...",Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,0,0,not_ambiguous,Keamanan data dan kontrol,True,2,isu uang tunai,Tidak berubah,Tidak berubah,,12,2026-05-16 10:11:48.261063
R00896,1044,Bn_MTSqW3bE,2022-12-20 23:58:48,@amcgts2654,Indonesia miskin signal internet 😒,Indonesia miskin signal internet,indonesia miskin signal internet,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:48.261061
R00897,1045,Bn_MTSqW3bE,2022-12-21 00:45:56,@brantasknalpotbronk6761,"Hati hati makin bnyak yg di bobol apalagi bgi bpk ibu yg masi gaptek
Sblum d terbitkan edukasi dlu masyarakat",Hati hati makin bnyak yg di bobol apalagi bgi bpk ibu yg masi gaptek Sblum d terbitkan edukasi dlu masyarakat,hati hati makin bnyak yg di bobol apalagi bgi bpk ibu yg masi gaptek sblum d terbitkan edukasi dlu masyarakat,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Literasi dan kesiapan masyarakat,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261059
R00898,1046,Bn_MTSqW3bE,2022-12-21 01:27:41,@hidupbanyakmisteri7537,Seluruh dunia manusia di giring untuk masuk ke Digital internet . Ttng kekayatan dan tentang bidoda. Entr suatu saat nanti . Allah SWT memutuskan lapisan langit pemantualn suara.. Pasti semua benda yg terbuat dri besi lgam tidak bisa lgi di gunakan...,Seluruh dunia manusia di giring untuk masuk ke Digital internet . Ttng kekayatan dan tentang bidoda. Entr suatu saat nanti . Allah SWT memutuskan lapisan langit pemantualn suara.. Pasti semua benda yg terbuat dri besi lgam tidak bisa lgi di gunakan...,seluruh dunia manusia di giring untuk masuk ke digital internet . ttng kekayatan dan tentang bidoda. entr suatu saat nanti . allah swt memutuskan lapisan langit pemantualn suara.. pasti semua benda yg terbuat dri besi lgam tidak bisa lgi di gunakan...,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261057
R00899,1047,rr5b9JQ7qPs,2022-12-21 02:03:57,@MelodiNesiaYT,"Gua masih bingung, kalo nanti bener terealisasikan uang digital, terus itu bocah2 SD kalo sekolah pengen jajan gimana bayarnya, toh mereka kan belum tentu dibolehin bawa HP ke sekolah oleh guru nya, lagian ga semua bocah SD bisa pake HP juga.","Gua masih bingung, kalo nanti bener terealisasikan uang digital, terus itu bocah2 SD kalo sekolah pengen jajan gimana bayarnya, toh mereka kan belum tentu dibolehin bawa HP ke sekolah oleh guru nya, lagian ga semua bocah SD bisa pake HP juga.","gua masih bingung, kalo nanti bener terealisasikan uang digital, terus itu bocah2 sd kalo sekolah pengen jajan gimana bayarnya, toh mereka kan belum tentu dibolehin bawa hp ke sekolah oleh guru nya, lagian ga semua bocah sd bisa pake hp juga.",Netral,Negatif,Negatif,Negatif,Netral,Netral,0,0,1,0,0.0,0,0,risk_question,Literasi dan kesiapan masyarakat,True,17,confidence rendah; komentar ambigu; netral dengan sinyal; isu uang tunai; label berubah dari raw; pola negatif terdeteksi,Netral/Positif → Negatif (pola konteks negatif),Tidak berubah,,0,2026-05-16 10:11:34.986984
R00900,1048,Bn_MTSqW3bE,2022-12-21 02:28:15,@Cresillapoo,"Rupiah digitaly, mntap bisa buat transaksi ketika kita keluar ngri..tpi tabungan kita harus tebal, karena kurs rupiah-usd tembus diatas angka 15 ribu bla bla per 1dollar.","Rupiah digitaly, mntap bisa buat transaksi ketika kita keluar ngri..tpi tabungan kita harus tebal, karena kurs rupiah usd tembus diatas angka 15 ribu bla bla per 1dollar.","rupiah digitaly, mntap bisa buat transaksi ketika kita keluar ngri..tpi tabungan kita harus tebal, karena kurs rupiah usd tembus diatas angka 15 ribu bla bla per 1dollar.",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261055
R00901,1049,bEY5w3D9Zto,2022-12-21 05:04:09,@nusi492,Baguslah biar orang keluar negeri g bawa uang kes,Baguslah biar orang keluar negeri g bawa uang kes,baguslah biar orang keluar negeri g bawa uang kes,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:41.184430
R00902,1050,Bn_MTSqW3bE,2022-12-21 05:11:03,@rinawanmantap5919,Tv digital saja masih banyak kekurangan kok pemerintah sudah mau menerapkan uang digital,Tv digital saja masih banyak kekurangan kok pemerintah sudah mau menerapkan uang digital,tv digital saja masih banyak kekurangan kok pemerintah sudah mau menerapkan uang digital,Netral,Positif,Positif,Positif,Netral,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,11,confidence rendah; netral dengan sinyal; label berubah dari raw; pola positif terdeteksi,Netral → Positif (pola konteks positif),Tidak berubah,,0,2026-05-16 10:11:48.261124
R00903,1051,wMPGW76Iy9A,2022-12-21 05:22:49,@rinawanmantap5919,"Kenapa harus malu beli barang pakai uang 50 ribu

Malu itu kalau beli nggak bayar",Kenapa harus malu beli barang pakai uang 50 ribu Malu itu kalau beli nggak bayar,kenapa harus malu beli barang pakai uang 50 ribu malu itu kalau beli nggak bayar,Netral,Netral,Netral,Netral,,Netral,0,0,1,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:42.834404
R00904,1052,Bn_MTSqW3bE,2022-12-21 05:36:37,@jefrihendri4770,Pasti dikorupsi oleh pemerintah wkkk,Pasti dikorupsi oleh pemerintah wkkk,pasti dikorupsi oleh pemerintah wkkk,Netral,Negatif,Negatif,Negatif,Netral,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Kepercayaan terhadap regulator,True,13,confidence rendah; netral dengan sinyal; isu uang tunai; label berubah dari raw; pola negatif terdeteksi,Netral/Positif → Negatif (pola konteks negatif),Tidak berubah,,0,2026-05-16 10:11:48.261052
R00905,1053,Bn_MTSqW3bE,2022-12-21 05:42:41,@malkitrap5421,Yang bnr nih aman.. data negara aja masih bnyk yang ke hack hakker.. apa lgi ini uang..  BCA yang bagus teknolgi nya aja nasabah yng nabung nabung smpe Miliaran masih aja kena hack orang..,Yang bnr nih aman.. data negara aja masih bnyk yang ke hack hakker.. apa lgi ini uang.. BCA yang bagus teknolgi nya aja nasabah yng nabung nabung smpe Miliaran masih aja kena hack orang..,yang bnr nih aman.. data negara aja masih bnyk yang ke hack hakker.. apa lgi ini uang.. bca yang bagus teknolgi nya aja nasabah yng nabung nabung smpe miliaran masih aja kena hack orang..,Negatif,Negatif,Negatif,Negatif,,Negatif,1,-4,1,-3,0.5,1,2,not_ambiguous,Keamanan data dan kontrol,True,6,confidence rendah; isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:48.261050
R00906,1054,Bn_MTSqW3bE,2022-12-21 07:17:26,@LA-pg3qt,"Bener 👍🏻
Di kampung saya aja masih parah.
Kacaunya lagi providernya itu telkomsel.",Bener Di kampung saya aja masih parah. Kacaunya lagi providernya itu telkomsel.,bener di kampung saya aja masih parah. kacaunya lagi providernya itu telkomsel.,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261048
R00907,1055,wMPGW76Iy9A,2022-12-21 08:26:11,@rudiaja6542,"@rinawanmantap5919 segan Krn takutnya si penjual ngedumel ""beli gak seberapa tapi kembaliannya bikin repot & ngabisin duit kecil""",segan Krn takutnya si penjual ngedumel beli gak seberapa tapi kembaliannya bikin repot ngabisin duit kecil,segan krn takutnya si penjual ngedumel beli gak seberapa tapi kembaliannya bikin repot ngabisin duit kecil,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-1,0,-1,1.0,1,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:42.834405
R00908,1056,Bn_MTSqW3bE,2022-12-21 08:32:36,@ivenuzice47,Bisa di hacker gak tuh,Bisa di hacker gak tuh,bisa di hacker gak tuh,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261046
R00909,1057,Bn_MTSqW3bE,2022-12-21 08:53:03,@gunungdjati4311,"Ingat, semua digital dikuasai oleh jaringan internet,","Ingat, semua digital dikuasai oleh jaringan internet,","ingat, semua digital dikuasai oleh jaringan internet,",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261044
R00910,1058,Bn_MTSqW3bE,2022-12-21 08:53:43,@fauzan302,Enaknya tinggal cetak uang. Kita di suruh tukar dengan aset riel inilah perampokan yang legal🤣🤣🤣,Enaknya tinggal cetak uang. Kita di suruh tukar dengan aset riel inilah perampokan yang legal,enaknya tinggal cetak uang. kita di suruh tukar dengan aset riel inilah perampokan yang legal,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261040
R00911,1059,Bn_MTSqW3bE,2022-12-21 09:01:31,@fauzan302,Bukanya saldo di m bank itu suda digital,Bukanya saldo di m bank itu suda digital,bukanya saldo di m bank itu suda digital,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261038
R00912,1060,Bn_MTSqW3bE,2022-12-21 09:02:28,@lif673,Tambah ngak keliatan nilainya,Tambah ngak keliatan nilainya,tambah ngak keliatan nilainya,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261035
R00913,1061,Bn_MTSqW3bE,2022-12-21 09:12:10,@triagus1709,aku jatuh cinta pada presenter nya,aku jatuh cinta pada presenter nya,aku jatuh cinta pada presenter nya,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,1,2026-05-16 10:11:48.261033
R00914,1063,Bn_MTSqW3bE,2022-12-21 09:52:04,@dewabenz1,"Transfer dr bank ke bank atau antar bank apa bukan digital ya...????
Serius tanya....
🤔🤔",Transfer dr bank ke bank atau antar bank apa bukan digital ya...???? Serius tanya....,transfer dr bank ke bank atau antar bank apa bukan digital ya...???? serius tanya....,Netral,Netral,Netral,Netral,,Netral,0,0,1,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261011
R00915,1065,Bn_MTSqW3bE,2022-12-21 10:57:33,@bujangkupel9983,kalau mau membual gak usah pake bahasa jawa mengotor kotori orang jawa,kalau mau membual gak usah pake bahasa jawa mengotor kotori orang jawa,kalau mau membual gak usah pake bahasa jawa mengotor kotori orang jawa,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.261006
R00916,1066,Bn_MTSqW3bE,2022-12-21 11:14:29,@dennienno90,"sebenarnya saya dari 5 tahun lalu berharap digitalisasi rupiah, karena selain irit waktu tempat biaya juga bisa meningkatkan daya saing ekonomi global","sebenarnya saya dari 5 tahun lalu berharap digitalisasi rupiah, karena selain irit waktu tempat biaya juga bisa meningkatkan daya saing ekonomi global","sebenarnya saya dari 5 tahun lalu berharap digitalisasi rupiah, karena selain irit waktu tempat biaya juga bisa meningkatkan daya saing ekonomi global",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,4,2026-05-16 10:11:48.260996
R00917,1067,Bn_MTSqW3bE,2022-12-21 11:34:25,@sudirman1412,"Kapan uang kita di redenominasi! Negara lain bilangnya ribu ribu,kita bilang juta juta,tapi harganya kcil panggilnya bsar!.","Kapan uang kita di redenominasi! Negara lain bilangnya ribu ribu,kita bilang juta juta,tapi harganya kcil panggilnya bsar!.","kapan uang kita di redenominasi! negara lain bilangnya ribu ribu,kita bilang juta juta,tapi harganya kcil panggilnya bsar!.",Netral,Netral,Netral,Netral,,Netral,0,0,1,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.260994
R00918,1068,Bn_MTSqW3bE,2022-12-21 12:11:34,@jsosjeheij9513,Nanti dijebol orang dalem ngerugiin negara,Nanti dijebol orang dalem ngerugiin negara,nanti dijebol orang dalem ngerugiin negara,Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.260991
R00919,1069,Bn_MTSqW3bE,2022-12-21 12:26:09,@gilangrizki4310,Jgn kan uang digital. Uang fisik rupiah aja g aman. Buktinya tiap taun nilainya turun mulu 😝,Jgn kan uang digital. Uang fisik rupiah aja g aman. Buktinya tiap taun nilainya turun mulu,jgn kan uang digital. uang fisik rupiah aja g aman. buktinya tiap taun nilainya turun mulu,Netral,Netral,Positif,Positif,Negatif,Negatif,0,0,0,0,0.0,0,1,not_ambiguous,Tidak teridentifikasi,True,13,confidence rendah; netral dengan sinyal; label berubah dari raw; label berubah saat kalibrasi,Tidak berubah,Netral->Positif (fallback W3),,0,2026-05-16 10:11:48.260989
R00920,1070,Bn_MTSqW3bE,2022-12-21 12:38:19,@mblebesyahya7403,Kalau dibobol/hack yg disalahkan nasabah🤣,Kalau dibobol hack yg disalahkan nasabah,kalau dibobol hack yg disalahkan nasabah,Negatif,Negatif,Negatif,Negatif,,Negatif,0,-2,0,-2,1.0,1,0,not_ambiguous,Keamanan data dan kontrol,True,4,isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:48.260987
R00921,1072,Bn_MTSqW3bE,2022-12-21 12:42:14,@Thohirinu,"HAI BJORKA BERHASIL MENGOBRAK-ABRIK 1 NEGARA ... SAMPAI LOLOS.. ELO DENGAN BANGGA NYA DENGAN PRODUK LOE...  RUWET..

SELESAIKAN AJA BJORKA NANTI KAMI PERCAYA",HAI BJORKA BERHASIL MENGOBRAK ABRIK 1 NEGARA ... SAMPAI LOLOS.. ELO DENGAN BANGGA NYA DENGAN PRODUK LOE... RUWET.. SELESAIKAN AJA BJORKA NANTI KAMI PERCAYA,hai bjorka berhasil mengobrak abrik 1 negara ... sampai lolos.. elo dengan bangga nya dengan produk loe... ruwet.. selesaikan aja bjorka nanti kami percaya,Netral,Netral,Positif,Positif,Netral,Netral,0,0,0,0,0.0,0,1,not_ambiguous,Keamanan data dan kontrol,True,15,confidence rendah; netral dengan sinyal; isu uang tunai; label berubah dari raw; label berubah saat kalibrasi,Tidak berubah,Netral->Positif (fallback W3),,0,2026-05-16 10:11:46.857146
R00922,1073,Bn_MTSqW3bE,2022-12-21 12:55:42,@muhammadgunduz7339,"Inilah saatnya menyimpan alat tukar utama (Dinar Emas, Dirham Perak) sbg alternatif alat tukar adl komoditas yg sangat diperlukan masyarakat (garam, biji2an spt beras gandum, jagung).....💪💪🧐👍👍
#MenujuKembalinyaPenggunaanDinarDirham
#DinarDirhamAdalahAlatTukarUtama
#KhilafahAlaMinhajunNubuwwah","Inilah saatnya menyimpan alat tukar utama Dinar Emas, Dirham Perak sbg alternatif alat tukar adl komoditas yg sangat diperlukan masyarakat garam, biji2an spt beras gandum, jagung .....","inilah saatnya menyimpan alat tukar utama dinar emas, dirham perak sbg alternatif alat tukar adl komoditas yg sangat diperlukan masyarakat garam, biji2an spt beras gandum, jagung .....",Positif,Positif,Positif,Positif,,Positif,1,0,0,1,1.0,0,0,not_ambiguous,Tidak teridentifikasi,False,0,sampel tambahan,Tidak berubah,Tidak berubah,,7,2026-05-16 10:11:46.857142
R00923,1074,Bn_MTSqW3bE,2022-12-21 13:04:13,@duniaanak-z6u,"Siap"" hacker mulai menyiapkan  alat tempurnya 😂😂😂",Siap hacker mulai menyiapkan alat tempurnya,siap hacker mulai menyiapkan alat tempurnya,Negatif,Negatif,Negatif,Negatif,Negatif,Negatif,1,-2,0,-1,0.3333,1,0,not_ambiguous,Keamanan data dan kontrol,True,6,confidence rendah; isu uang tunai; pola negatif terdeteksi,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:46.857141
R00924,1075,Bn_MTSqW3bE,2022-12-21 14:28:40,@rojopitik8,"Pas butuh bayar makan di pelosok, servernya koit.. Auto ga makan.. Ngutang ga boleh... Wis tamat","Pas butuh bayar makan di pelosok, servernya koit.. Auto ga makan.. Ngutang ga boleh... Wis tamat","pas butuh bayar makan di pelosok, servernya koit.. auto ga makan.. ngutang ga boleh... wis tamat",Netral,Netral,Netral,Netral,,Netral,0,0,0,0,0.0,0,0,not_ambiguous,Tidak teridentifikasi,True,2,confidence rendah,Tidak berubah,Tidak berubah,,0,2026-05-16 10:11:46.857140
