row_id,VideoID,CommentDate,UserName,Comment,clean_comment,final_label,cash_response_category,text_nb_svm
R02937,PMuEX5Qbmzo,2024-08-13 14:17:09,@ronomedjo,@kingslayer5700  cek aja kalo gak percaya,cek aja kalo gak percaya,Negatif,Tidak teridentifikasi,cek aja kalau tidak percaya
R01764,SxMdI5sabb0,2023-01-31 09:54:49,@NgomonginUang,Setuju 👍 Terima kasih sudah berbagi opini ya,Setuju Terima kasih sudah berbagi opini ya,Positif,Tidak teridentifikasi,tuju terima kasih bagi opini
R01418,SxMdI5sabb0,2023-01-29 09:33:11,@mujizak,No sistem was safe,No sistem was safe,Netral,Tidak teridentifikasi,no sistem was safe
R04677,gU62EuPDWaY,2026-05-08 07:23:00,@ridwanranjany4583,terus menurut lu harus gimana? uang fiat fisik juga memperbudak mereka yg berkuasa bebas mencetak uang fiat terus tau kan tiap tahun inflasi terus meningkat,terus menurut lu harus gimana? uang fiat fisik juga memperbudak mereka yg berkuasa bebas mencetak uang fiat terus tau kan tiap tahun inflasi terus meningkat,Netral,Tidak teridentifikasi,terus lu gimana uang fiat fisik budak kuasa bebas cetak uang fiat terus tau kan tiap tahun inflasi terus tingkat
R01041,bEY5w3D9Zto,2022-12-24 04:28:52,@ridwanarifien1628,Ah ternyata kamu sudah tau rahasia dunia ini,Ah ternyata kamu sudah tau rahasia dunia ini,Netral,Tidak teridentifikasi,ah nyata kamu tau rahasia dunia
R02982,PMuEX5Qbmzo,2024-08-13 15:06:53,@raymonbanjarnahor1665,"Menuju 1agama, 1pemerintahan, makin didepan mata... 
Siapa yg tidak nurut akan binasa,..","Menuju 1agama, 1pemerintahan, makin didepan mata... Siapa yg tidak nurut akan binasa,..",Netral,Tidak teridentifikasi,tuju agama perintah makin depan mata siapa tidak nurut binasa
R01024,Bn_MTSqW3bE,2022-12-23 16:05:43,@reyaditia2585,"4g juga msih blum menyeluruh semua,,","4g juga msih blum menyeluruh semua,,",Netral,Tidak teridentifikasi,g msih blum seluruh semua
R02805,ebkamQER1nM,2024-08-12 10:08:35,@anggayohannes8038,Di China udah terbiasa 🤣,Di China udah terbiasa,Netral,Tidak teridentifikasi,china udah biasa
R01635,SxMdI5sabb0,2023-01-30 03:09:13,@NgomonginUang,Terima kasih sudah beraspirasi disini 😊👍,Terima kasih sudah beraspirasi disini,Netral,Tidak teridentifikasi,terima kasih aspirasi sini
R02423,ebkamQER1nM,2024-08-08 00:16:03,@dimaspruwita276,"Ini untuk menghindari terjadinya inflasi,kl bi memproduksi uang yang beredar terlalu banyak,tetapi kl dilihat ujung2nya ya inflasi tinggi dan berakibat penurunan nilai mata uang","Ini untuk menghindari terjadinya inflasi,kl bi memproduksi uang yang beredar terlalu banyak,tetapi kl dilihat ujung2nya ya inflasi tinggi dan berakibat penurunan nilai mata uang",Netral,Tidak teridentifikasi,hindar jadi inflasi kl bank indonesia produksi uang edar terlalu banyak kl lihat ujung nya inflasi tinggi akibat turun nilai mata uang
R04246,KqjkU_AQCJE,2026-01-18 08:11:12,@MetalikeX,Cashless itu harus ditempatkan sbg back up plan. Udah itu aja.,Cashless itu harus ditempatkan sbg back up plan. Udah itu aja.,Netral,Tidak teridentifikasi,cashless tempat sbg back up plan udah aja
R02543,ebkamQER1nM,2024-08-08 04:23:06,@AgusKurniawan-t2u,Jaman sekarang pada bayar bos gak ada uang duitt lemes gemetar laperr kelaperran aus susah bos pada mahal.. ❤,Jaman sekarang pada bayar bos gak ada uang duitt lemes gemetar laperr kelaperran aus susah bos pada mahal..,Negatif,Tidak teridentifikasi,jaman sekarang bayar bos tidak uang duitt lemes gemetar laperr kelaperran aus susah bos mahal
R01166,Bn_MTSqW3bE,2022-12-30 02:45:17,@AmikGusli,"Waw

Era digital semakin dekat.
Skr smuanya menjadi dunia maya.
Fisik tak nampak tapi bisa di rasakan.",Waw Era digital semakin dekat. Skr smuanya menjadi dunia maya. Fisik tak nampak tapi bisa di rasakan.,Positif,Tidak teridentifikasi,waw era digital makin dekat skr smuanya jadi dunia maya fisik tidak nampak rasa
R02407,ebkamQER1nM,2024-08-07 23:43:22,@AirlanggaPhannie,Gopay Dana Ovo dll masuk uang elektronik,Gopay Dana Ovo dll masuk uang elektronik,Netral,Tidak teridentifikasi,gopay dana ovo masuk uang elektronik
R00889,Bn_MTSqW3bE,2022-12-20 16:45:22,@renoaryawinata5986,Ganti dong jadi dolar,Ganti dong jadi dolar,Netral,Tidak teridentifikasi,ganti dong jadi dolar
R02975,PMuEX5Qbmzo,2024-08-13 14:56:33,@wongguoblok2777,"bahkan kebebasan jadi semu: ""kalian bebas memilih pilihan yang sudah kami pilihkan""",bahkan kebebasan jadi semu kalian bebas memilih pilihan yang sudah kami pilihkan,Netral,Tidak teridentifikasi,bahkan bebas jadi semu kalian bebas pilih pilih pilih
R01836,SxMdI5sabb0,2023-02-02 10:11:09,@rudiantoro1173,"Alasan muncul uang digital karena aset kripto yg berseriko mempengaruhi stabilitas ekonomi, moneter, dan sistem keuangan negara yg udah rilis uang digital Bahama, Nigeria, Karibia Timur, China , Indonesia sedangkan yg berencana rilis CBDC dan dalam pengembangan India, Rusia (offline sistemnya), AS, Brazil","Alasan muncul uang digital karena aset kripto yg berseriko mempengaruhi stabilitas ekonomi, moneter, dan sistem keuangan negara yg udah rilis uang digital Bahama, Nigeria, Karibia Timur, China , Indonesia sedangkan yg berencana rilis CBDC dan dalam pengembangan India, Rusia offline sistemnya , AS, Brazil",Netral,Tidak teridentifikasi,alas muncul uang digital aset kripto berseriko pengaruh stabilitas ekonomi moneter sistem uang negara udah rilis uang digital bahama nigeria karibia timur china indonesia rencana rilis central bank digital currency kembang india rusia offline sistem as brazil
R02830,PMuEX5Qbmzo,2024-08-13 10:00:52,@yusrizal2716,Aduh saya tau lagi project ini😂,Aduh saya tau lagi project ini,Netral,Tidak teridentifikasi,aduh tau project
R01338,SxMdI5sabb0,2023-01-29 07:00:47,@NgomonginUang,"Jadi, kamu ada di sisi mana nih? 🤔","Jadi, kamu ada di sisi mana nih?",Netral,Tidak teridentifikasi,jadi kamu sisi mana nih
R01729,SxMdI5sabb0,2023-01-30 15:49:47,@gojekpandawa3071,Beda dengan crypto currency yg berbasis block chain seperti bitcoin tapi bitcoin masih ada kelemahannya yaitu tidak memiliki ekosistem saat penggunaan sebagai mata uang global. yg tidak bisa di intervensi oleh pemerintah,Beda dengan crypto currency yg berbasis block chain seperti bitcoin tapi bitcoin masih ada kelemahannya yaitu tidak memiliki ekosistem saat penggunaan sebagai mata uang global. yg tidak bisa di intervensi oleh pemerintah,Netral,Tidak teridentifikasi,beda kripto currency bas block chain bitcoin bitcoin lemah tidak milik ekosistem guna mata uang global tidak intervensi perintah
R04927,gU62EuPDWaY,2026-05-08 12:43:47,@kang0dank-z3q,Klo di desa pelosok gak bakalan jalan tuh cbdc😂,Klo di desa pelosok gak bakalan jalan tuh cbdc,Netral,Tidak teridentifikasi,klo desa pelosok tidak bakal jalan tuh central bank digital currency
R02039,SxMdI5sabb0,2023-02-13 14:26:34,@susuputih1628,"Gak apa2 bikin rupiah digital. Kita SBG masyarakat awam, terima saja keputusan pemerintah. Kalo memang itu bermanfaat bagi  seluruh masyarakat Indonesia kedepannya, Monggo beribu2 Monggo. Siapa tahu nanti justru banyak keuntungan yg di dapat masyarakat dgn keberadaan rupiah digital ...","Gak apa2 bikin rupiah digital. Kita SBG masyarakat awam, terima saja keputusan pemerintah. Kalo memang itu bermanfaat bagi seluruh masyarakat Indonesia kedepannya, Monggo beribu2 Monggo. Siapa tahu nanti justru banyak keuntungan yg di dapat masyarakat dgn keberadaan rupiah digital ...",Positif,Tidak teridentifikasi,tidak apa bikin rupiah digital sbg masyarakat awam terima putus perintah kalau memang manfaat seluruh masyarakat indonesia depan monggo ibu monggo siapa tahu justru banyak untung masyarakat ada rupiah digital
R03077,PMuEX5Qbmzo,2024-08-13 21:30:35,@syahb.creators,jelas bang gw nyang nonton gnian jg kbtln di warnet dan skrng emang lg sekarat dengan keadaan economysekarang sebelum itu harus sabar banget untuk masih ada rusia nyang siap bantu,jelas bang gw nyang nonton gnian jg kbtln di warnet dan skrng emang lg sekarat dengan keadaan economysekarang sebelum itu harus sabar banget untuk masih ada rusia nyang siap bantu,Positif,Tidak teridentifikasi,jelas bang gw nyang nonton gnian jg kbtln warnet skrng emang lg sekarat ada economysekarang sabar banget rusia nyang siap bantu
R00137,wMPGW76Iy9A,2022-12-05 08:46:30,@donydon7124,Mohon diusahakan kawin digital ada juga,Mohon diusahakan kawin digital ada juga,Netral,Tidak teridentifikasi,mohon usaha kawin digital
R01789,SxMdI5sabb0,2023-01-31 19:09:38,@sebastian_reno,Kak bahas kasus Indosurya donk,Kak bahas kasus Indosurya donk,Netral,Tidak teridentifikasi,kak bahas kasus indosurya donk
R01973,SxMdI5sabb0,2023-02-09 05:05:21,@rahwanda1928,Duit digital sangat membantu apalagi aplikasinya tanpa potongan bulanan.  Minus wajib online,Duit digital sangat membantu apalagi aplikasinya tanpa potongan bulanan. Minus wajib online,Positif,Tidak teridentifikasi,uang digital sangat bantu aplikasi tanpa potong bulan minus wajib online
R01186,Bn_MTSqW3bE,2022-12-31 03:45:07,@Caturgriya.Halimun369,"Waaw keren ,apakah aman dr para hecker,🤔","Waaw keren ,apakah aman dr para hecker,",Positif,Tidak teridentifikasi,waaw keren aman dr hecker
R03160,PMuEX5Qbmzo,2024-08-14 03:19:21,@DarkKnight-em7ue,"Kebalikan dari BTC dan ETH ya.

Cryptocurrency yang lagi marak sekarang itu semua untuk desentralisasi keuangan dengan menghilangkan pihak ketiga (bank).

Dimana setiap transaksi itu ledger blockchainnya tercatat ke masing2 server miner di seluruh dunia. (Total desentralisasi)

CBDC ini seperti kebalikannya.
Uang kita totally dikontrol sama pihak ketiga (bank).

Karena yang bakal kelola blockchainnya ya hanya Bank Indonesia itu doang. (Total sentralisasi)

Red flag besar.",Kebalikan dari BTC dan ETH ya. Cryptocurrency yang lagi marak sekarang itu semua untuk desentralisasi keuangan dengan menghilangkan pihak ketiga bank . Dimana setiap transaksi itu ledger blockchainnya tercatat ke masing2 server miner di seluruh dunia. Total desentralisasi CBDC ini seperti kebalikannya. Uang kita totally dikontrol sama pihak ketiga bank . Karena yang bakal kelola blockchainnya ya hanya Bank Indonesia itu doang. Total sentralisasi Red flag besar.,Negatif,Keamanan data dan kontrol,balik btc eth kripto marak sekarang semua desentralisasi uang hilang pihak tiga bank transaksi ledger blockchainnya catat masing server miner seluruh dunia total desentralisasi central bank digital currency balik uang totally kontrol sama pihak tiga bank bakal kelola blockchainnya bank indonesia doang total sentralisasi red flag besar
R04162,KqjkU_AQCJE,2026-01-17 07:02:14,@ingundamwetrust,"merasa serba digital merasa paling canggih 
""Masyarakat yg ngakunya paling beradab ternyata paling biadab""
Cash is king..Gold is god",merasa serba digital merasa paling canggih Masyarakat yg ngakunya paling beradab ternyata paling biadab Cash is king..Gold is god,Positif,Tidak teridentifikasi,rasa serba digital rasa paling canggih masyarakat ngakunya paling adab nyata paling biadab uang tunai is king gold is god
R00802,Bn_MTSqW3bE,2022-12-19 02:18:41,@williamschnl,"wajib digaris bawahi dengan huruf kapital terinspirasi oleh ""BITCOIN"". yang merupakan mata uang kripto original, dan tak tergantikan.","wajib digaris bawahi dengan huruf kapital terinspirasi oleh BITCOIN . yang merupakan mata uang kripto original, dan tak tergantikan.",Netral,Tidak teridentifikasi,wajib gar bawah huruf kapital inspirasi bitcoin rupa mata uang kripto original tidak ganti
R03806,mODGGIy9JZE,2025-11-01 15:00:51,@jok6666,Dana/ovo/gopay itu nama nya uang electronic ngab beda dgn uang digital,Dana ovo gopay itu nama nya uang electronic ngab beda dgn uang digital,Netral,Tidak teridentifikasi,dana ovo gopay nama nya uang electronic ngab beda uang digital
R02489,ebkamQER1nM,2024-08-08 02:21:20,@Oji-rx8tt,"gw bingung, indonesia tuh suka pinter yang ga penting, udah QRIS ngapain bikin ribet lagi sih. uang digital bla bla bla. QRIS udah ada BI boneng","gw bingung, indonesia tuh suka pinter yang ga penting, udah QRIS ngapain bikin ribet lagi sih. uang digital bla bla bla. QRIS udah ada BI boneng",Negatif,Literasi dan kesiapan masyarakat,gw bingung indonesia tuh suka pinter tidak penting udah qris ngapain bikin ribet sih uang digital bla bla bla qris udah bank indonesia boneng
R05005,gU62EuPDWaY,2026-05-08 16:38:07,@RidwanAbeba,"Sistem yang bagus ini..

Tapi lebih bagus lagi kalau ada duit belikan emas",Sistem yang bagus ini.. Tapi lebih bagus lagi kalau ada duit belikan emas,Positif,Tidak teridentifikasi,sistem bagus lebih bagus kalau uang belikan emas
R00428,wMPGW76Iy9A,2022-12-06 12:51:38,@chusuinspiratornegri8603,"Inti dari inti dari intinya akan cryptocurrency (mata uang digital) pada akhirnya...
Begitupun motor dan mobil akan energi listrik nanti pada akhirnya",Inti dari inti dari intinya akan cryptocurrency mata uang digital pada akhirnya... Begitupun motor dan mobil akan energi listrik nanti pada akhirnya,Netral,Tidak teridentifikasi,inti inti inti kripto mata uang digital akhir begitu motor mobil energi listrik akhir
R03369,ebkamQER1nM,2024-08-16 10:19:19,@cahayarimbo0111,@areaindonesia5711 scam scam nambang hahaha,scam scam nambang hahaha,Negatif,Tidak teridentifikasi,scam scam nambang hahaha
R05156,gU62EuPDWaY,2026-05-09 16:58:07,@annandadavid9080,Jadi inget video dokumenter The arrival. Hal ini sudah sepuluh tahun lebih sudah mereka predict,Jadi inget video dokumenter The arrival. Hal ini sudah sepuluh tahun lebih sudah mereka predict,Netral,Tidak teridentifikasi,jadi inget video dokumenter the arrival puluh tahun lebih predict
R02400,ebkamQER1nM,2024-08-07 23:16:41,@dwjy7911,Pemerintah masih belum bisa menjaga keamanan data kok sok sokan yah bikin rupiah digital 😮,Pemerintah masih belum bisa menjaga keamanan data kok sok sokan yah bikin rupiah digital,Negatif,Tidak teridentifikasi,perintah belum jaga aman data kok sok sok yah bikin rupiah digital
R03548,PMuEX5Qbmzo,2024-09-26 15:55:58,@aprialdi689,Jd mau gk mau kita akan di tujukan untuk ikut dalam perkembangan dunia dan pada akhirnya 😮😮 dajjal akan menampakan dirinya,Jd mau gk mau kita akan di tujukan untuk ikut dalam perkembangan dunia dan pada akhirnya dajjal akan menampakan dirinya,Negatif,Kepercayaan terhadap regulator,jd mau tidak mau tuju ikut kembang dunia akhir dajjal tampak diri
R03900,mODGGIy9JZE,2025-11-04 01:39:04,@riesapanggabean,"flexible aj, uang tunai ttp berlaku biar tdk monopoly","flexible aj, uang tunai ttp berlaku biar tdk monopoly",Netral,Tidak teridentifikasi,flexible aj uang uang tunai ttp laku biar tidak monopoly
R04668,gU62EuPDWaY,2026-05-08 07:13:31,@qazsep,"Cbdc dikeluarkan oleh bank sentral, lah yang punya bank sentral itu siapa? Emang nurut ke negara? Nggak loh mereka independen. Nurutnya ya ke bank sentral dunia alias elit global","Cbdc dikeluarkan oleh bank sentral, lah yang punya bank sentral itu siapa? Emang nurut ke negara? Nggak loh mereka independen. Nurutnya ya ke bank sentral dunia alias elit global",Netral,Tidak teridentifikasi,central bank digital currency keluar bank sentral lah punya bank sentral siapa emang nurut negara tidak loh independen nurutnya bank sentral dunia alias elit global
R01279,SxMdI5sabb0,2023-01-29 05:46:41,@qithmir3953,Sebenarnya sih kepemerintahan jokowi cocok untuk kaum milenial tapi tidak dalam hal kebijakan dan hukum,Sebenarnya sih kepemerintahan jokowi cocok untuk kaum milenial tapi tidak dalam hal kebijakan dan hukum,Netral,Tidak teridentifikasi,benar sih perintah jokowi cocok kaum milenial tidak bijak hukum
R03315,PMuEX5Qbmzo,2024-08-15 03:14:38,@OTEWE-2045,"Aktor utama bukan negara lagi, tp sebuah super AI😢","Aktor utama bukan negara lagi, tp sebuah super AI",Netral,Tidak teridentifikasi,aktor utama bukan negara tp buah super ai
R05245,gU62EuPDWaY,2026-05-11 16:22:46,@TrueLine-x2p,"Ga lah akan kembali ke emas dan perak 
Blockchain dan cryptocurrency Boongan 😢",Ga lah akan kembali ke emas dan perak Blockchain dan cryptocurrency Boongan,Netral,Tidak teridentifikasi,tidak lah emas perak blokchain kripto boongan
R04936,gU62EuPDWaY,2026-05-08 12:59:44,@menggambarceria2023,"Sistem ini jalan, perbankan akan runtuh karena orang merasa tdk aman menggunakan sistemnya. Mengingat kisruh pemblokiran rekening pasif. 😱 Akhirnya emas perak berlaku lagi untuk alat tukar. Tapi konsep transaksi digital offline sangat menarik, seperti coldwallet crypto. ❤","Sistem ini jalan, perbankan akan runtuh karena orang merasa tdk aman menggunakan sistemnya. Mengingat kisruh pemblokiran rekening pasif. Akhirnya emas perak berlaku lagi untuk alat tukar. Tapi konsep transaksi digital offline sangat menarik, seperti coldwallet crypto.",Negatif,Tidak teridentifikasi,sistem jalan perban runtuh orang rasa tidak aman guna sistem ingat kisruh blokir rekening pasif akhir emas perak laku alat tukar konsep transaksi digital offline sangat tarik coldwallet kripto
R01364,SxMdI5sabb0,2023-01-29 07:30:50,@MATAPEDIATV,"Uang Digital currency itu sangat berbahaya !!!
Rencana gila elit dunia menguasai dunia
Penjelasan prof.Dr.ichannurdin noorsy
Pengamat politik dan ekonomi

https://m.youtube.com/watch?v=b3z7Rz0rpRo",Uang Digital currency itu sangat berbahaya !!! Rencana gila elit dunia menguasai dunia Penjelasan prof.Dr.ichannurdin noorsy Pengamat politik dan ekonomi,Negatif,Tidak teridentifikasi,uang digital currency sangat bahaya rencana gila elit dunia kuasa dunia jelas prof dr ichannurdin noorsy amat politik ekonomi
R01115,Bn_MTSqW3bE,2022-12-27 07:43:31,@adminbone9138,Pakai emas LBH mantap,Pakai emas LBH mantap,Positif,Tidak teridentifikasi,pakai emas lbh mantap
R04770,gU62EuPDWaY,2026-05-08 09:04:37,@sixin-0,Kok kalo di bayangin serem ya😢,Kok kalo di bayangin serem ya,Netral,Tidak teridentifikasi,kok kalau bayangin seram
R01772,SxMdI5sabb0,2023-01-31 11:49:30,@NgomonginUang,"Kita nantikan ya, karena sejauh ini baru rilis road map nya 😁","Kita nantikan ya, karena sejauh ini baru rilis road map nya",Netral,Tidak teridentifikasi,nanti jauh baru rilis road map nya
R04866,gU62EuPDWaY,2026-05-08 11:28:10,@aaiiq3004,"Tiba tiba satelit dunia rusak. Transaksi seluruh bank kacau tidak bisa digunakan.  Rute penerbangan dan kereta error..
Dan disaat itu hanya  gw yg punya tabungan 10jt tunai. Harga uang dan barang turun 15000x dari harga dulu. Tapi tabungan 10jt gw tidak terdampak. Betapa bahagianya gw jika itu bukan hayalan gw",Tiba tiba satelit dunia rusak. Transaksi seluruh bank kacau tidak bisa digunakan. Rute penerbangan dan kereta error.. Dan disaat itu hanya gw yg punya tabungan 10jt tunai. Harga uang dan barang turun 15000x dari harga dulu. Tapi tabungan 10jt gw tidak terdampak. Betapa bahagianya gw jika itu bukan hayalan gw,Negatif,Keamanan data dan kontrol,tiba tiba satelit dunia rusak transaksi seluruh bank kacau tidak guna rute terbang kereta error saat gw punya tabung jt uang tunai harga uang barang turun x harga dulu tabung jt gw tidak dampak betapa bahagia gw bukan hayalan gw
R00252,wMPGW76Iy9A,2022-12-05 14:42:05,@Indra40186,Setiap ada kebobolan karena peretasan saat itu semakin kuat...,Setiap ada kebobolan karena peretasan saat itu semakin kuat...,Netral,Tidak teridentifikasi,bobol retas makin kuat
R02891,PMuEX5Qbmzo,2024-08-13 13:21:56,@JasmairaFamily,"Gak semua orang tahu..,namun beruntung yg tahu..","Gak semua orang tahu..,namun beruntung yg tahu..",Netral,Tidak teridentifikasi,tidak semua orang tahu untung tahu
R01260,DbrALSY_wko,2023-01-22 18:44:48,@blaz1235,"Kok sepertinya tujuannya diterbitkan digital rupiah masih blom jelas penjelasannya seperti banyak istilah2 yang belom banyak dimengerti oleh masyrakat dan hanya dimengerti oleh orang2 yang mengenal IT  , dan hal yang lebih penting lagi ! Kita semua On line apakah semua ini di back up oleh TEKNOLOGI2 telekomunikasi , SATELIT YANG SANGAT AMAN DARI PENCURIAN DATA  milik Indonesia yang dalam arti Bebas dari Serangan CYBER , or HACKER,   apakah PLN Siap  sebagai penjamin ke kontinyu an untuk terus  ON LINE nya  ??  Jika belom di sosialisasikan secara menyeluruh akhirnya banyak orang yang tidak tau menahu apapun mengenai KEUANGAN dengan kata lain ANGGARAN UANG NEGARA, BISA SAJA HILANG DENGAN ALASAN KEJAHATAN CYBER  or HACKER .

Intinya COBA KURANGI HAL2 BARU SEMENTARA , APALG YANG MEMBUAT NEGARA BERHUTANG ATAU PUN MEMBEBANI MASYARAKAT ! ditambah  dengan akan adanya KRISIS !! Ditahun2 ini !!","Kok sepertinya tujuannya diterbitkan digital rupiah masih blom jelas penjelasannya seperti banyak istilah2 yang belom banyak dimengerti oleh masyrakat dan hanya dimengerti oleh orang2 yang mengenal IT , dan hal yang lebih penting lagi ! Kita semua On line apakah semua ini di back up oleh TEKNOLOGI2 telekomunikasi , SATELIT YANG SANGAT AMAN DARI PENCURIAN DATA milik Indonesia yang dalam arti Bebas dari Serangan CYBER , or HACKER, apakah PLN Siap sebagai penjamin ke kontinyu an untuk terus ON LINE nya ?? Jika belom di sosialisasikan secara menyeluruh akhirnya banyak orang yang tidak tau menahu apapun mengenai KEUANGAN dengan kata lain ANGGARAN UANG NEGARA, BISA SAJA HILANG DENGAN ALASAN KEJAHATAN CYBER or HACKER . Intinya COBA KURANGI HAL2 BARU SEMENTARA , APALG YANG MEMBUAT NEGARA BERHUTANG ATAU PUN MEMBEBANI MASYARAKAT ! ditambah dengan akan adanya KRISIS !! Ditahun2 ini !!",Netral,Keamanan data dan kontrol; Literasi dan kesiapan masyarakat,kok seperti tuju terbit digital rupiah blom jelas jelas banyak istilah bom banyak erti masyrakat erti orang kenal it lebih penting semua on line semua back up teknologi telekomunikasi satelit sangat aman curi data milik indonesia arti bebas serang cyber or hacker pln siap jamin kontinyu an terus on line nya bom sosialisasi seluruh akhir banyak orang tidak tau nahu apa kena uang kata anggar uang negara hilang alas jahat cyber or hacker inti coba kurang baru apalg buat negara hutang beban masyarakat tambah ada krisis tahun
R00264,bEY5w3D9Zto,2022-12-05 15:38:13,@malempagisitepu4365,"Gimana dengan orang2 yg tinggal didesa2,,pikirkan itu pak...jangan pikirkan orang di kota saja","Gimana dengan orang2 yg tinggal didesa2,,pikirkan itu pak...jangan pikirkan orang di kota saja",Netral,Tidak teridentifikasi,gimana orang tinggal desa pikir pak jangan pikir orang kota
R00155,wMPGW76Iy9A,2022-12-05 09:11:09,@watchandlearn6705,"harga btc sudah turun banyak, mau nyerok masih aja fud","harga btc sudah turun banyak, mau nyerok masih aja fud",Netral,Tidak teridentifikasi,harga btc turun banyak mau nyerok aja fud
R04814,gU62EuPDWaY,2026-05-08 09:59:39,@noorfauconi_newbie,data pribadi e-ktp aja dgn mudahnya bocor.sy ga yakin bs diterapkan jk SDM pemangku jabatan msh ga takut dosa.,data pribadi e ktp aja dgn mudahnya bocor.sy ga yakin bs diterapkan jk SDM pemangku jabatan msh ga takut dosa.,Negatif,Tidak teridentifikasi,data pribadi e ktp aja mudah bocor sy tidak yakin bs terap jk sumber daya manusia mang jabat msh tidak takut dosa
R01734,SxMdI5sabb0,2023-01-30 20:26:43,@mujizak,@hadinata7753 tolong belajar lagi biar gak kelihatan Tolol...,tolong belajar lagi biar gak kelihatan Tolol...,Netral,Tidak teridentifikasi,ajar biar tidak lihat tolol
R02185,SxMdI5sabb0,2023-03-01 22:53:14,@NgomonginUang,"Harusnya sih, enggak ya..","Harusnya sih, enggak ya..",Netral,Tidak teridentifikasi,harus sih tidak
R03173,PMuEX5Qbmzo,2024-08-14 04:27:57,@DarkKnight-em7ue,"@parelldazriell Ya, jangan mau adopsi CBDC.

Banyak yang bilang CBDC bisa mencegah korupsi, yakin?

Ingat, yang mengelola dan menambang CBDC adalah bank sentral, termasuk blockchain-nya. Artinya, mereka bisa melacak semua transaksimu, bahkan sampai memblokir transaksimu itu.

Misalnya, mereka melihat kamu ingin membeli sesuatu—transaksinya bisa langsung dilacak sama mereka. Tapi, misalnya ada gerakan protes yang ingin kamu donasi, pemerintah bisa langsung memantau dan mungkin langsung memblokir donasimu, bahkan mungkin mengambil uangmu.

Blockchain itu pada dasarnya adalah buku besar (ledger). Yakin pemerintah akan share ledger ini ke rakyat untuk melacak korupsi? Yakin ledger tersebut tidak bisa diubah untuk menutupi korupsi?

Perbedaan utama antara CBDC dan bitcoin atau crypto lainnya yaitu pada ledger bitcoin/crypto itu dipegang oleh semua server penambang (miner) di seluruh dunia. Jadi, jika seseorang mencoba mengubah ledger (misalnya, mengubah saldo dari 1 BTC menjadi 10 BTC), perubahan itu akan langsung terdeteksi dan ditolak karena ledger mereka kodenya bakal berbeda dengan ledger yang lain.

Sedangkan untuk CBDC, ledger hanya dipegang oleh bank sentral. Yakin mereka tidak akan mengubah-ubah ledger tersebut?

Masalah lain dengan CBDC adalah pemerintah bisa saja menetapkan tanggal kedaluwarsa untuk uang digital tersebut. Lihat China dengan e-yuan mereka; transaksi dilacak dan ada tanggal kedaluwarsa. Rakyat wajib membelanjakan e-yuan mereka sebelum kadaluwarsa.","Ya, jangan mau adopsi CBDC. Banyak yang bilang CBDC bisa mencegah korupsi, yakin? Ingat, yang mengelola dan menambang CBDC adalah bank sentral, termasuk blockchain nya. Artinya, mereka bisa melacak semua transaksimu, bahkan sampai memblokir transaksimu itu. Misalnya, mereka melihat kamu ingin membeli sesuatu transaksinya bisa langsung dilacak sama mereka. Tapi, misalnya ada gerakan protes yang ingin kamu donasi, pemerintah bisa langsung memantau dan mungkin langsung memblokir donasimu, bahkan mungkin mengambil uangmu. Blockchain itu pada dasarnya adalah buku besar ledger . Yakin pemerintah akan share ledger ini ke rakyat untuk melacak korupsi? Yakin ledger tersebut tidak bisa diubah untuk menutupi korupsi? Perbedaan utama antara CBDC dan bitcoin atau crypto lainnya yaitu pada ledger bitcoin crypto itu dipegang oleh semua server penambang miner di seluruh dunia. Jadi, jika seseorang mencoba mengubah ledger misalnya, mengubah saldo dari 1 BTC menjadi 10 BTC , perubahan itu akan langsung terdeteksi dan ditolak karena ledger mereka kodenya bakal berbeda dengan ledger yang lain. Sedangkan untuk CBDC, ledger hanya dipegang oleh bank sentral. Yakin mereka tidak akan mengubah ubah ledger tersebut? Masalah lain dengan CBDC adalah pemerintah bisa saja menetapkan tanggal kedaluwarsa untuk uang digital tersebut. Lihat China dengan e yuan mereka transaksi dilacak dan ada tanggal kedaluwarsa. Rakyat wajib membelanjakan e yuan mereka sebelum kadaluwarsa.",Negatif,Keamanan data dan kontrol; Kepercayaan terhadap regulator,jangan mau adopsi central bank digital currency banyak bilang central bank digital currency cegah korupsi yakin ingat kelola tambang central bank digital currency bank sentral masuk blokchain nya arti lacak semua transaksi bahkan blokir transaksi misal lihat kamu beli transaksi langsung lacak sama misal gera protes kamu donasi perintah langsung pantau mungkin langsung blokir donasi bahkan mungkin ambil uang blokchain dasar buku besar ledger yakin perintah share ledger rakyat lacak korupsi yakin ledger sebut tidak ubah tutup korupsi beda utama central bank digital currency bitcoin kripto lain ledger bitcoin kripto pegang semua server tambang miner seluruh dunia jadi orang coba ubah ledger misal ubah saldo btc jadi btc ubah langsung deteksi tolak ledger kode bakal beda ledger central bank digital currency ledger pegang bank sentral yakin tidak ubah ubah ledger sebut masalah central bank digital currency perintah tetap tanggal kedaluwarsa uang digital sebut lihat china e yuan transaksi lacak tanggal kedaluwarsa rakyat wajib belanja e yuan kadaluwarsa
