row_id,VideoID,CommentDate,UserName,Comment,clean_comment,final_label,cash_response_category
R04079,KqjkU_AQCJE,2026-01-16 16:03:05,@kurniadji97,"Beneeeerrrr banget !!.... Jerih payah kerja sebulan. Disimpan di bank cuman berupa angka. Mau pake, harus bayar berbagai pungutan buat aplikasi + administrasi bank. Begitu tidak bisa dipakai : ""kesalahan nasabah menggunakan aplikasi"" !!....","Beneeeerrrr banget !!.... Jerih payah kerja sebulan. Disimpan di bank cuman berupa angka. Mau pake, harus bayar berbagai pungutan buat aplikasi administrasi bank. Begitu tidak bisa dipakai kesalahan nasabah menggunakan aplikasi !!....",Netral,Tidak teridentifikasi
R00425,wMPGW76Iy9A,2022-12-06 12:38:02,@pelangi-,Bismillah 2023 Luna clacic penyakit sembuh 😭,Bismillah 2023 Luna clacic penyakit sembuh,Netral,Tidak teridentifikasi
R00965,Bn_MTSqW3bE,2022-12-22 14:52:06,@tiyotacimindi,Pake gas fee gak nih 😅,Pake gas fee gak nih,Netral,Tidak teridentifikasi
R01720,SxMdI5sabb0,2023-01-30 13:08:18,@andresfhan6761,"Koq program CDBC disebut terpusat/TERSENTRALISASI. Bukankah kalo indonesia menerbitkan uang digital di jaringan blockchain, bukankah itu TERDESENTRALISASI min?","Koq program CDBC disebut terpusat TERSENTRALISASI. Bukankah kalo indonesia menerbitkan uang digital di jaringan blockchain, bukankah itu TERDESENTRALISASI min?",Netral,Tidak teridentifikasi
R02443,ebkamQER1nM,2024-08-08 00:56:08,@bigquake,"Bukan listrik tapi internet, kalau listrik masih bisa diciptakan pakai matahari, angin atau air. Semua transaksi perbankan menggunakan internet dan suatu saat nanti akan di shutdown.","Bukan listrik tapi internet, kalau listrik masih bisa diciptakan pakai matahari, angin atau air. Semua transaksi perbankan menggunakan internet dan suatu saat nanti akan di shutdown.",Netral,Tidak teridentifikasi
R04911,gU62EuPDWaY,2026-05-08 12:20:00,@avk_light,Listrik mati stengah hari udah kacau balau di buat nya sistem itu 😂😂😂,Listrik mati stengah hari udah kacau balau di buat nya sistem itu,Negatif,Akses teknologi dan infrastruktur
R00106,YLq9NVWk23U,2022-12-04 20:35:27,@cahgaming1623,"agenda NWO sudah terjadi beneran salah satunya ini sperti yg diungkapkan orang yahudi tentang agenda rahasia para elitglobal.  sedngkan internet kita belum punya sendiri, tingkat keamanan disini juga belum aman utk msalah digital, jika suatu saat di hack atau internet/teknologi listrik di shutdown negara akan caos. ingat EMP itu nyata!","agenda NWO sudah terjadi beneran salah satunya ini sperti yg diungkapkan orang yahudi tentang agenda rahasia para elitglobal. sedngkan internet kita belum punya sendiri, tingkat keamanan disini juga belum aman utk msalah digital, jika suatu saat di hack atau internet teknologi listrik di shutdown negara akan caos. ingat EMP itu nyata!",Negatif,Keamanan data dan kontrol; Kepercayaan terhadap regulator
R01099,Bn_MTSqW3bE,2022-12-26 05:05:22,@YogaBuana,"bank kita di INDONESIA di kontrol asing, kata siapa BANK INDONESIA punya INDONESIA, itu bukan punya ASING, makanya system bank biasa ataupun syariah kalau tetap di bawah BANK INDONESIA tetap sistem bank ASING, di dustai nya semuaan","bank kita di INDONESIA di kontrol asing, kata siapa BANK INDONESIA punya INDONESIA, itu bukan punya ASING, makanya system bank biasa ataupun syariah kalau tetap di bawah BANK INDONESIA tetap sistem bank ASING, di dustai nya semuaan",Negatif,Keamanan data dan kontrol
R02213,SxMdI5sabb0,2023-03-21 03:20:22,@ardiautoardiauto6416,CBDC Memakai di jaringan Web 3.0 .milik nya Pi Network. Zdeeér $314.159π..Amiiin,CBDC Memakai di jaringan Web 3.0 .milik nya Pi Network. Zdeeér 314.159π..Amiiin,Netral,Tidak teridentifikasi
R00638,2VJpvtiC-hY,2022-12-13 08:08:47,@sapridhanjd6426,"Setelah ku baca baca komentar, netijen merasa lebih pintar dari BI wkwkwk","Setelah ku baca baca komentar, netijen merasa lebih pintar dari BI wkwkwk",Netral,Tidak teridentifikasi
R03721,mODGGIy9JZE,2025-11-01 05:12:15,@fathanthoriq2413,"Iya endgame-nya emang begitu, di seluruh dunia","Iya endgame nya emang begitu, di seluruh dunia",Netral,Tidak teridentifikasi
R01914,SxMdI5sabb0,2023-02-06 12:05:39,@NgomonginUang,Amin 😇 Terima kasih juga support dan apresiasinya,Amin Terima kasih juga support dan apresiasinya,Netral,Tidak teridentifikasi
R04782,gU62EuPDWaY,2026-05-08 09:16:01,@bahasapaaja,@AlgoNudger saya riset 50 tahun lalu bang,saya riset 50 tahun lalu bang,Netral,Tidak teridentifikasi
R01895,SxMdI5sabb0,2023-02-04 22:44:22,@NgomonginUang,"Sama sama, semoga bermanfaat 😆","Sama sama, semoga bermanfaat",Positif,Tidak teridentifikasi
R00729,rr5b9JQ7qPs,2022-12-16 13:36:24,@tvgames9366,"@MalasAja99 
Sesuai yang tertulis di Bible",Sesuai yang tertulis di Bible,Netral,Tidak teridentifikasi
R02093,SxMdI5sabb0,2023-02-17 10:52:39,@NgomonginUang,Kembali ke preferensi masing masing 😊,Kembali ke preferensi masing masing,Netral,Tidak teridentifikasi
R01391,SxMdI5sabb0,2023-01-29 08:01:59,@rapiteknik2012,"@NgomonginUang iya kk jadi terkonek lgs ke BI dalam sistem Blockchain, kalau dlm sistem fiat masih lewat Bank konvensional","iya kk jadi terkonek lgs ke BI dalam sistem Blockchain, kalau dlm sistem fiat masih lewat Bank konvensional",Netral,Tidak teridentifikasi
R01049,Bn_MTSqW3bE,2022-12-24 07:44:24,@sinkecil13,"Nyata saja di curi...apalagi maya ???
😱😱😱",Nyata saja di curi...apalagi maya ???,Netral,Tidak teridentifikasi
R03652,PMuEX5Qbmzo,2025-03-08 03:15:32,@limasraga,Suatu sistim di buat untuk mempermudah .untuk lebih mudah .contoh saat revolusi industri terjadi bagaimana penolakan yang terjadi saat itu dan bagaimana saat sekarang .semuanya lebih mudah perjalanan 1 hari bisa di percepat jadi 1 jam ..apakah masih mau mengunakan kuda melakukan perjalanan 1000 km ...jadi terimalah apa yang akan terjadi ....jangan mengeluh dengan bayangan sendiri,Suatu sistim di buat untuk mempermudah .untuk lebih mudah .contoh saat revolusi industri terjadi bagaimana penolakan yang terjadi saat itu dan bagaimana saat sekarang .semuanya lebih mudah perjalanan 1 hari bisa di percepat jadi 1 jam ..apakah masih mau mengunakan kuda melakukan perjalanan 1000 km ...jadi terimalah apa yang akan terjadi ....jangan mengeluh dengan bayangan sendiri,Positif,Tidak teridentifikasi
R03751,mODGGIy9JZE,2025-11-01 08:11:21,@awikwok5914,lu ngeshort stablecoin? badutttt baduttt🤡,lu ngeshort stablecoin? badutttt baduttt,Netral,Tidak teridentifikasi
R01078,Bn_MTSqW3bE,2022-12-25 16:01:04,@alwidowi85,Kalo pakai teknologi blockchain pasti aman,Kalo pakai teknologi blockchain pasti aman,Positif,Tidak teridentifikasi
R00397,wMPGW76Iy9A,2022-12-06 07:32:56,@xkofrastyo,"saya sejak awal pandami tidak bekerja, trus saya trading scslpingan perhari alhamdlilah 1 hari saya bisa mndapatkan keuntungan 500.000/hari","saya sejak awal pandami tidak bekerja, trus saya trading scslpingan perhari alhamdlilah 1 hari saya bisa mndapatkan keuntungan 500.000 hari",Netral,Tidak teridentifikasi
R00447,wMPGW76Iy9A,2022-12-06 16:20:51,@wahyudinanggarahadi8698,Yap keknya xrp atau xlm,Yap keknya xrp atau xlm,Netral,Tidak teridentifikasi
R03040,PMuEX5Qbmzo,2024-08-13 16:47:45,@pangsuparti5387,ALHAMDULILLAH TERIMAKASIH YAA ALLOH MATUR SEMBAH NUWUN GUSTI ALLOH ATAS SEGALA NIKMAT YANG TELAH ENGKAU CURAHKAN KEPADA KU DAN KEPADA KEDUA ORANG TUA KU SERTA KEPADA SELURUH KELUARGA BESAR KU. YAA ALLOH HAMBA MEMOHON KEMURAHAN DAN BELAS KASIHAN MU AGAR RUMAH KAMI YANG ADA DI PERUMAHAN GRIYA ARGA PERMAI BLOK DD-10 GODEAN SLEMAN YOGYAKARTA INDONESIA DAPAT SEGERA LAKU TERJUAL DENGAN HARGA RP. 6 MILYAR RUPIAH. NEGO KERAS SAMPAI DEAL. SEHINGGA INSYA ALLOH KAMI BISA BER SHODAQOH JARIYAH RP. 1 MILYAR RUPIAH. AAMIIN AAMIIN YAA ROBBAL ALAMIN. 🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲🕌🤲,ALHAMDULILLAH TERIMAKASIH YAA ALLOH MATUR SEMBAH NUWUN GUSTI ALLOH ATAS SEGALA NIKMAT YANG TELAH ENGKAU CURAHKAN KEPADA KU DAN KEPADA KEDUA ORANG TUA KU SERTA KEPADA SELURUH KELUARGA BESAR KU. YAA ALLOH HAMBA MEMOHON KEMURAHAN DAN BELAS KASIHAN MU AGAR RUMAH KAMI YANG ADA DI PERUMAHAN GRIYA ARGA PERMAI BLOK DD 10 GODEAN SLEMAN YOGYAKARTA INDONESIA DAPAT SEGERA LAKU TERJUAL DENGAN HARGA RP. 6 MILYAR RUPIAH. NEGO KERAS SAMPAI DEAL. SEHINGGA INSYA ALLOH KAMI BISA BER SHODAQOH JARIYAH RP. 1 MILYAR RUPIAH. AAMIIN AAMIIN YAA ROBBAL ALAMIN.,Netral,Tidak teridentifikasi
R03264,PMuEX5Qbmzo,2024-08-14 12:07:41,@vianschumacher,"udah banyak dari 2018 juga bang gw kerja di exchange top 100 luar web 3 coding,minesnya banyak yang kabur developernya jadi kita ga dibayar wkkwk gw pernah 1 bulan bikin projectnya ga ada off day eh ga dibayar malah kabur wkkw u","udah banyak dari 2018 juga bang gw kerja di exchange top 100 luar web 3 coding,minesnya banyak yang kabur developernya jadi kita ga dibayar wkkwk gw pernah 1 bulan bikin projectnya ga ada off day eh ga dibayar malah kabur wkkw u",Positif,Tidak teridentifikasi
R02675,ebkamQER1nM,2024-08-08 13:57:06,@Փոթորիկթայֆուն,"Pondasinya kuatin dulu, baru digitalisasi.
Masalah keamanan cyber aja masih pada cupu.","Pondasinya kuatin dulu, baru digitalisasi. Masalah keamanan cyber aja masih pada cupu.",Negatif,Keamanan data dan kontrol
R02657,ebkamQER1nM,2024-08-08 11:20:04,@ekiratomi,"Pro : terlacak dan dipatau, sulit untuk dikorupsi
Kontra : biasanya banyak biaya tambahan 💀","Pro terlacak dan dipatau, sulit untuk dikorupsi Kontra biasanya banyak biaya tambahan",Negatif,Kepercayaan terhadap regulator
R03857,mODGGIy9JZE,2025-11-02 13:06:06,@DebaterMualaffromwahabyun,"​​@dy3285kalau gk salah jumlah orang per oramg yg membeli cryptonya. 
bukan no 3 dari segi total jumlah aset cryptonya😂😂. 
walau banyak yg beli crypto, tapi belinya 50 rban, yah gk bisa ngangkat Stable coin 😂
Di US, 1 orang yg beli BTC bisa mencapai jutaan dollar.","gk salah jumlah orang per oramg yg membeli cryptonya. bukan no 3 dari segi total jumlah aset cryptonya . walau banyak yg beli crypto, tapi belinya 50 rban, yah gk bisa ngangkat Stable coin Di US, 1 orang yg beli BTC bisa mencapai jutaan dollar.",Netral,Tidak teridentifikasi
R05331,gU62EuPDWaY,2026-05-15 21:03:16,@areekkanyaarr7030,akal akalan elite global😂😂,akal akalan elite global,Negatif,Kepercayaan terhadap regulator
R01540,SxMdI5sabb0,2023-01-30 01:28:48,@NgomonginUang,Dan tersebarlah ke semuanya 🙃,Dan tersebarlah ke semuanya,Netral,Tidak teridentifikasi
R04098,KqjkU_AQCJE,2026-01-16 22:52:55,@nomoredoctrine2009,Koruptor mah tenang.. duit cash nya banyak di taro di basement...,Koruptor mah tenang.. duit cash nya banyak di taro di basement...,Negatif,Tidak teridentifikasi
R03695,PMuEX5Qbmzo,2025-09-30 12:02:25,@RachmatsyaEstiBayuIrwanto,"RAKYAT NKRI AKAN PAKAI SISTEM BARTER SAJA UNTUK JUAL BELI DAN TUKAR GULING UNTUK PERTANAHAN DENGAN PERJANJIAN YANG VALID, BARU DI KONVERSI KE DOKUMEN DIGITAL  dan BAYAR CDBC dengan bantuan APRAISAL.😂🫣👍. JANGAN LUPA BAYAR PAJAK PAKAI KOHE 🔥🤣","RAKYAT NKRI AKAN PAKAI SISTEM BARTER SAJA UNTUK JUAL BELI DAN TUKAR GULING UNTUK PERTANAHAN DENGAN PERJANJIAN YANG VALID, BARU DI KONVERSI KE DOKUMEN DIGITAL dan BAYAR CDBC dengan bantuan APRAISAL. . JANGAN LUPA BAYAR PAJAK PAKAI KOHE",Netral,Tidak teridentifikasi
R05311,gU62EuPDWaY,2026-05-14 07:18:31,@MiaoMiao-w9u,Jika ada saatnya yang berkaitan dgn elektromagnetik tidak bisa digunakan di seluruh dunia apa yg akan terjadi? Sepertinya kekacauan akan terjadi karena wilayah perkotaan banyak membutuhkan listrik sebagai penggerak lain halnya dgn daerah pedesaan yg minim menggunakan listrik untuk berbagai kebutuhan pokok,Jika ada saatnya yang berkaitan dgn elektromagnetik tidak bisa digunakan di seluruh dunia apa yg akan terjadi? Sepertinya kekacauan akan terjadi karena wilayah perkotaan banyak membutuhkan listrik sebagai penggerak lain halnya dgn daerah pedesaan yg minim menggunakan listrik untuk berbagai kebutuhan pokok,Netral,Akses teknologi dan infrastruktur
R04333,KqjkU_AQCJE,2026-01-21 05:00:28,@yellowgan-pots,"sementara iklan di video ini ttg cashless, inget kasus roti'o, sm nunggu dampak utang MBG nanti, pemuja nya bakal lebih susah","sementara iklan di video ini ttg cashless, inget kasus roti'o, sm nunggu dampak utang MBG nanti, pemuja nya bakal lebih susah",Negatif,Tidak teridentifikasi
R03055,PMuEX5Qbmzo,2024-08-13 17:37:33,@shikamaru-ln,"terus kalo beli alutsista transfaran dong,  cdbc cocok setelah dunia bnear bnear sudah maju, yg dimana dunia tidak akan berperang lagi, jadi intinya harus ada 1 dunia di dunia ini, serta 1 pemerintahan","terus kalo beli alutsista transfaran dong, cdbc cocok setelah dunia bnear bnear sudah maju, yg dimana dunia tidak akan berperang lagi, jadi intinya harus ada 1 dunia di dunia ini, serta 1 pemerintahan",Positif,Tidak teridentifikasi
R04533,gU62EuPDWaY,2026-05-08 06:02:20,@mddj245,Akal-akalan elit global. Cbdc = kiamat kebebasan & privacy,Akal akalan elit global. Cbdc kiamat kebebasan privacy,Netral,Tidak teridentifikasi
R01425,SxMdI5sabb0,2023-01-29 10:08:05,@wisangeni709,Yang aku heran kenapa Indonesia malah hutang pada negara yang printing money. Sedangkan cadangan emas Indonesia termasuk terbesar di dunia lali kenapa nilai rupiah makin lama makin jeblok nilainya apa rupiah tak pakai patokan emas kalau rupiah pakai patokan emas seharusnya nilai rupiah ngak terjun bebas . Gimana eksportir mengunakan rupiah kalau merugikan makanya mereka pakai dollar yang notabene ngak begitu merugikan,Yang aku heran kenapa Indonesia malah hutang pada negara yang printing money. Sedangkan cadangan emas Indonesia termasuk terbesar di dunia lali kenapa nilai rupiah makin lama makin jeblok nilainya apa rupiah tak pakai patokan emas kalau rupiah pakai patokan emas seharusnya nilai rupiah ngak terjun bebas . Gimana eksportir mengunakan rupiah kalau merugikan makanya mereka pakai dollar yang notabene ngak begitu merugikan,Netral,Tidak teridentifikasi
R00231,wMPGW76Iy9A,2022-12-05 13:18:57,@irexyz1500,"Ntar juga pke teknologi dari Crypto itu sendiri, kita lihat saja nanti.","Ntar juga pke teknologi dari Crypto itu sendiri, kita lihat saja nanti.",Netral,Tidak teridentifikasi
R02628,ebkamQER1nM,2024-08-08 09:01:42,@MinumTemuLAWAK,BIAR KAMU BELANJA ONLINE 😂😂😂😂,BIAR KAMU BELANJA ONLINE,Netral,Tidak teridentifikasi
R04075,KqjkU_AQCJE,2026-01-16 15:31:37,@burhanietambaan4909,Suatu saat kembali lagi ke SISTEM MANUAL.....juga AI akan runtuh tahun 2027,Suatu saat kembali lagi ke SISTEM MANUAL.....juga AI akan runtuh tahun 2027,Netral,Tidak teridentifikasi
R04136,KqjkU_AQCJE,2026-01-17 03:53:39,@onepack1918,"Itu adalah agenda utama, total kontrol.

Mudah, canggih, cepat, itu cuma wacana marketing.","Itu adalah agenda utama, total kontrol. Mudah, canggih, cepat, itu cuma wacana marketing.",Negatif,Keamanan data dan kontrol; Kepercayaan terhadap regulator
R04816,gU62EuPDWaY,2026-05-08 10:01:34,@dys2302,"​@bahasapaajaboleh boleh , walaupun kebebasan itu semua, ilusi . Kalau aq sendiri sudah mbebaskan Diri Dari segala rasa memiliki. Dan aq merasa happy . Bukan berarti trus pasrah gk ngapa2in ya😅. Berusaha , bekerja , perencanaan udah pasti ada , cuma hasil aq percayakan ke pemilik Dunia aja. 😊","boleh , walaupun kebebasan itu semua, ilusi . Kalau aq sendiri sudah mbebaskan Diri Dari segala rasa memiliki. Dan aq merasa happy . Bukan berarti trus pasrah gk ngapa2in ya . Berusaha , bekerja , perencanaan udah pasti ada , cuma hasil aq percayakan ke pemilik Dunia aja.",Netral,Tidak teridentifikasi
R01711,SxMdI5sabb0,2023-01-30 12:01:19,@vichasiholan,"Belum cocok buat masyarakat Indonesia sampai 50-80 tahun lagi... soalnya generasi yang stunting dan di lain pihak, generasi koruptornya, udah telanjur punya anak-anak 😁","Belum cocok buat masyarakat Indonesia sampai 50 80 tahun lagi... soalnya generasi yang stunting dan di lain pihak, generasi koruptornya, udah telanjur punya anak anak",Negatif,Tidak teridentifikasi
R05290,gU62EuPDWaY,2026-05-12 16:19:15,@Pejuangcuan-m6v,"Jika d kasih batas kadaluarsa sama aja bhong harus di akal"" ini",Jika d kasih batas kadaluarsa sama aja bhong harus di akal ini,Netral,Tidak teridentifikasi
R04749,gU62EuPDWaY,2026-05-08 08:24:46,@Ebycool0420,apa kabar akhir zaman 😈,apa kabar akhir zaman,Netral,Tidak teridentifikasi
R02784,ebkamQER1nM,2024-08-12 02:57:32,@TimoTanToto,"HARAPANNYA sistem keuangan kembali ke ""Sistem Keuangan dgn Jaminan Emas..."", bisa lebih STABIL.
Sekarang ""Penerbitan / Pencetakan Uang ""serupa"" dengan HUTANG""..., klo digenjot terus..., pas Pertumbuhan Ekonomi Minus seperti saat Covid atau Peristiwa 98..., UANG JADI TIDAK BERNILAI lagi..., Tergantung Pertumbuhan Ekonomi dan Kondisi Sosial Politik..., iya klo bagus terus...👍👍👍, Klo ada TANTANGAN TAK TERKENDALI ..., seperti disebut diatas atau PERANG DUNIA KE 3 ...UANG TURUN NILAINYA ..., sangat BERBAHAYA RESIKONYA...
Saya rasa para ""PEMIMPIN"" Kita sudah ""PAHAM"" ...🙏🙏🙏🙏🤓
Mungkin juga gi siap siap geser...😁,  Klo bisa titip sekalian supaya BANK SENTRAL INDONESIA bisa di KONTROL dgn ""EKSTRA""... HADEUH..., POWER TANPA KONTROL..., cuma pendapat saja..., 🙏🙏🙏🙏🙏
SEMOGA NIAR YG TULUS MENSEJAHTERAKAN RAKYAT BISA LEBIH TINGGI DARI ""KEPENTINGAN PRIBADI ATAU KELOMPOK""...🙏🙏🙏🙏🙏
NB :
""BUAT RENCANA KELUAR SISTEM..., HIDUP DARI ALAM..."" sebagai ANTISIPASI RESIKO...🕊🕊🕊🤓","HARAPANNYA sistem keuangan kembali ke Sistem Keuangan dgn Jaminan Emas... , bisa lebih STABIL. Sekarang Penerbitan Pencetakan Uang serupa dengan HUTANG ..., klo digenjot terus..., pas Pertumbuhan Ekonomi Minus seperti saat Covid atau Peristiwa 98..., UANG JADI TIDAK BERNILAI lagi..., Tergantung Pertumbuhan Ekonomi dan Kondisi Sosial Politik..., iya klo bagus terus... , Klo ada TANTANGAN TAK TERKENDALI ..., seperti disebut diatas atau PERANG DUNIA KE 3 ...UANG TURUN NILAINYA ..., sangat BERBAHAYA RESIKONYA... Saya rasa para PEMIMPIN Kita sudah PAHAM ... Mungkin juga gi siap siap geser... , Klo bisa titip sekalian supaya BANK SENTRAL INDONESIA bisa di KONTROL dgn EKSTRA ... HADEUH..., POWER TANPA KONTROL..., cuma pendapat saja..., SEMOGA NIAR YG TULUS MENSEJAHTERAKAN RAKYAT BISA LEBIH TINGGI DARI KEPENTINGAN PRIBADI ATAU KELOMPOK ... NB BUAT RENCANA KELUAR SISTEM..., HIDUP DARI ALAM... sebagai ANTISIPASI RESIKO...",Negatif,Keamanan data dan kontrol
R00365,CQr5wbSc-TI,2022-12-06 03:00:22,@issgu_akira7540,@sandiclinton8847 pfftt gue yang pernah baca jurnal justru dengan teknologi blockchain dan semacamnya korupsi malah lebih tinggi,pfftt gue yang pernah baca jurnal justru dengan teknologi blockchain dan semacamnya korupsi malah lebih tinggi,Negatif,Kepercayaan terhadap regulator
R02221,qGc7rlA2omI,2023-03-29 13:02:54,@bahtiarsulaiman8320,Hahahaha ilmu darimana cbdc = bitcoin,Hahahaha ilmu darimana cbdc bitcoin,Netral,Tidak teridentifikasi
R00498,2VJpvtiC-hY,2022-12-08 01:04:00,@bud384,Jadi bedanya dngan m-banking & dompet digital apa?,Jadi bedanya dngan m banking dompet digital apa?,Netral,Tidak teridentifikasi
R00125,CQr5wbSc-TI,2022-12-05 08:22:01,@Ediyie_Torus,Go Rp digital Asean 👍,Go Rp digital Asean,Netral,Tidak teridentifikasi
R03164,PMuEX5Qbmzo,2024-08-14 03:31:43,@nadiatia3070,utk skg iyaaa.. masih SANGAT BOBROK. tapi kan kedepan smw mya akan berubah. yaaah minimal 10th kdepan la. akan ad perubahan. smw SDM rendah akan digantikan dgn SDM terbaru yg spek nya jauh banget dri SDM yg skg,utk skg iyaaa.. masih SANGAT BOBROK. tapi kan kedepan smw mya akan berubah. yaaah minimal 10th kdepan la. akan ad perubahan. smw SDM rendah akan digantikan dgn SDM terbaru yg spek nya jauh banget dri SDM yg skg,Netral,Tidak teridentifikasi
R04975,gU62EuPDWaY,2026-05-08 14:38:41,@videotestnet5685,"maaf di crypto sudah di kembangkan private tx , coba dicari lagi informasinya. dan di crypto bisa ada burnt and mint ( risk nya freez asset jika ada tx ilegal ,, bukanya ini seperti bank )","maaf di crypto sudah di kembangkan private tx , coba dicari lagi informasinya. dan di crypto bisa ada burnt and mint risk nya freez asset jika ada tx ilegal ,, bukanya ini seperti bank",Netral,Tidak teridentifikasi
R04340,KqjkU_AQCJE,2026-01-21 10:32:22,@satriopi,CBDC vs Pi network,CBDC vs Pi network,Netral,Tidak teridentifikasi
R02391,ebkamQER1nM,2024-08-07 22:39:18,@andikurniawan2985,Semua uang akan diganti dg bitcoin lihat saja,Semua uang akan diganti dg bitcoin lihat saja,Netral,Tidak teridentifikasi
R03882,mODGGIy9JZE,2025-11-03 03:13:44,@ickyoung8558,"Bagus !
Tapi tolong tingkatkan infrastruktur keamanan cybernya, jangan sampai diobok-obok tukang es keliling yang sekedar lulusan smk !","Bagus ! Tapi tolong tingkatkan infrastruktur keamanan cybernya, jangan sampai diobok obok tukang es keliling yang sekedar lulusan smk !",Positif,Keamanan data dan kontrol
R02892,PMuEX5Qbmzo,2024-08-13 13:22:44,@nkrihargamati4925,"Bank sudah gak mau nerima uang tunai, otomatis uang tunai gak berlaku mas bro .","Bank sudah gak mau nerima uang tunai, otomatis uang tunai gak berlaku mas bro .",Negatif,Tidak teridentifikasi
R04155,KqjkU_AQCJE,2026-01-17 06:00:09,@rychanel8754,"cash itu harus ada ,kalau digital banyak permainan ,digital itu di kendalikan penguasa","cash itu harus ada ,kalau digital banyak permainan ,digital itu di kendalikan penguasa",Netral,Tidak teridentifikasi
R04197,KqjkU_AQCJE,2026-01-17 13:16:47,@kaaiorochi548,Kapan turunnya? Perpanjang kontrak 1000tahun lagi?,Kapan turunnya? Perpanjang kontrak 1000tahun lagi?,Netral,Tidak teridentifikasi
R02106,SxMdI5sabb0,2023-02-18 06:28:21,@ilhamdn23,Semua orang bisa akses kok. Enggak pernah saya buka wise atau paypal pakai vpn luar,Semua orang bisa akses kok. Enggak pernah saya buka wise atau paypal pakai vpn luar,Netral,Tidak teridentifikasi
R01637,SxMdI5sabb0,2023-01-30 03:10:10,@NgomonginUang,Jadi masukan untuk para pihak terkait 😁👍 Terima kasih sudah ber aspirasi disini,Jadi masukan untuk para pihak terkait Terima kasih sudah ber aspirasi disini,Netral,Tidak teridentifikasi
R05185,gU62EuPDWaY,2026-05-10 01:14:42,@farhan.arief.rahman,Jujur ya semakin sederhana suatu sistem semakin rentan risikonya,Jujur ya semakin sederhana suatu sistem semakin rentan risikonya,Negatif,Tidak teridentifikasi
R00309,wMPGW76Iy9A,2022-12-05 23:20:54,@sutediheriyonoBaladMaUng,"@faril688 lo yg gak nyampe mikirnya?
Tapi sok pinter.",lo yg gak nyampe mikirnya? Tapi sok pinter.,Netral,Tidak teridentifikasi
R04091,KqjkU_AQCJE,2026-01-16 22:20:48,@antinsianamurti8360,"​@cakrawala0303 itulah salah satu manusia ga tau diri , mengejek negri sendiri tp minggat juga ga mau 😅😅😅seperti👉 @ BudiHalim-oj7bg 😅😅😅","itulah salah satu manusia ga tau diri , mengejek negri sendiri tp minggat juga ga mau seperti BudiHalim oj7bg",Negatif,Tidak teridentifikasi
R03114,PMuEX5Qbmzo,2024-08-14 00:31:54,@HatmoyoRizal,CBDC bisa buat koruptor kalangkabut😂,CBDC bisa buat koruptor kalangkabut,Negatif,Kepercayaan terhadap regulator
R04867,gU62EuPDWaY,2026-05-08 11:29:06,@muhammadchoerul1059,Rawan inflasi karna akan sangat mudah mencetak uang hanya tinggal ketik takut nya tidak terkontrol,Rawan inflasi karna akan sangat mudah mencetak uang hanya tinggal ketik takut nya tidak terkontrol,Negatif,Keamanan data dan kontrol
R03349,PMuEX5Qbmzo,2024-08-15 11:27:22,@SheetFiber,"Menurutku ga akan ngaruh banyak sih. Lagian kan ga semua harta kita akan dimasukkan ke rekening CBDC tersebut. Itu bukan satu satunya dompet wadah harta kita. Tinggal isi aja 5 juta atau 10 juta, blockchainnya mau publik juga ga peduli.","Menurutku ga akan ngaruh banyak sih. Lagian kan ga semua harta kita akan dimasukkan ke rekening CBDC tersebut. Itu bukan satu satunya dompet wadah harta kita. Tinggal isi aja 5 juta atau 10 juta, blockchainnya mau publik juga ga peduli.",Netral,Tidak teridentifikasi
R02307,2VJpvtiC-hY,2023-09-18 01:22:49,@sulaimanhadi3617,"maju apa nya ...lihat amerika skrng ..
jagoan2 saham udah pada jadi pemulung  disana .",maju apa nya ...lihat amerika skrng .. jagoan2 saham udah pada jadi pemulung disana .,Positif,Tidak teridentifikasi
R04725,gU62EuPDWaY,2026-05-08 08:06:45,@amvanime8951,"Ya gak akan karna bukan masa anda masih banyak orang tua blum melek teknologi .ketika semua mati tinggal gen alpha yang ngerti biasa pakek qiris sekarang 
Liat lapangan bos q anak muda gak bawa uang kebanyakan qiris semua bertahap",Ya gak akan karna bukan masa anda masih banyak orang tua blum melek teknologi .ketika semua mati tinggal gen alpha yang ngerti biasa pakek qiris sekarang Liat lapangan bos q anak muda gak bawa uang kebanyakan qiris semua bertahap,Netral,Tidak teridentifikasi
R01847,SxMdI5sabb0,2023-02-02 22:29:56,@NgomonginUang,Jadi .. ada campur tangan mereka juga nih 🙃,Jadi .. ada campur tangan mereka juga nih,Netral,Tidak teridentifikasi
R04834,gU62EuPDWaY,2026-05-08 10:33:28,@Joker21-k1p,selalu ada kelebihan dan kekurangan,selalu ada kelebihan dan kekurangan,Netral,Tidak teridentifikasi
R00022,YLq9NVWk23U,2022-11-30 22:04:26,@semutgatalxyz,Holder shiba ya wkwk,Holder shiba ya wkwk,Netral,Tidak teridentifikasi
R04870,gU62EuPDWaY,2026-05-08 11:32:43,@alwiadam24,Emas dan Perak pasti kembali,Emas dan Perak pasti kembali,Netral,Tidak teridentifikasi
R04001,ebkamQER1nM,2025-11-14 14:48:36,@DanaWarisan,asal gw dibagi rupiah digital! sy dukung,asal gw dibagi rupiah digital! sy dukung,Positif,Tanggapan mendukung digitalisasi
